Document set number (Dnnn)
|    Summary type (M = multi-doc, P= single-doc)
|    | Base TREC document id
|    | |               Summary target size (10,50,100,200)
|    | |               |    Peer size (whitespace-delimited tokens)
|    | |               |    |  Document selector code (A-J)
|    | |               |    |  |
|    | |               |    |  |   Model summarizer code (A-J)
|    | |               |    |  |   | Assessor code (A-C,E-J)
|    | |               |    |  |   | |  Peer summarizer code (baseline[1-3], manual[A-J]submission, or system submission[15-31])
|    | |               |    |  |   | |  |      Count of quality questions with non-0 answers   
|    | |               |    |  |   | |  |      |  ######### 12 peer quality questions ask for counts of ERRORS 
|    | |               |    |  |   | |  |      |  Q1        (0 = 0, 1 = 1-5, 2 = 6-10, 3 = 11 or more)
|    | |               |    |  |   | |  |      |  | Q2      (No questions asked on 10-word summaries)
|    | |               |    |  |   | |  |      |  | | Q3
|    | |               |    |  |   | |  |      |  | | | Q4
|    | |               |    |  |   | |  |      |  | | | | Q5
|    | |               |    |  |   | |  |      |  | | | | |   Q6
|    | |               |    |  |   | |  |      |  | | | | |   | Q7
|    | |               |    |  |   | |  |      |  | | | | |   | | Q8 
|    | |               |    |  |   | |  |      |  | | | | |   | | | Q9
|    | |               |    |  |   | |  |      |  | | | | |   | | | | Q10
|    | |               |    |  |   | |  |      |  | | | | |   | | | | | Q11
|    | |               |    |  |   | |  |      |  | | | | |   | | | | | | Q12
|    | |               |    |  |   | |  |      |  | | | | |   | | | | | | |   Fraction of unmarked peer units at least related to the model's subject
|    | |               |    |  |   | |  |      |  | | | | |   | | | | | | |   |        Number of peer units 
|    | |               |    |  |   | |  |      |  | | | | |   | | | | | | |   |        |   Number of marked peer units
|    | |               |    |  |   | |  |      |  | | | | |   | | | | | | |   |        |   |   Number of unmarked peer units
|    | |               |    |  |   | |  |      |  | | | | |   | | | | | | |   |        |   |   |   Number of model units
|    | |               |    |  |   | |  |      |  | | | | |   | | | | | | |   |        |   |   |   |   Mean coverage
|    | |               |    |  |   | |  |      |  | | | | |   | | | | | | |   |        |   |   |   |   |     Median coverage
|    | |               |    |  |   | |  |      |  | | | | |   | | | | | | |   |        |   |   |   |   |     |     Sample standard deviation of coverage scores
|    | |               |    |  |   | |  |      |  | | | | |   | | | | | | |   |        |   |   |   |   |     |     |       Mean length-adjusted coverage
D061 M --------------- 200 198 J   I I  19     3  1 0 0 0 0   0 0 0 1 0 1 0   0.00     9   9   0  25   0.424 0.400 0.422   0.286 0.270 0.281  
D061 M --------------- 200 203 J   I I   2     1  0 0 0 0 0   0 0 0 0 0 1 0   1.00    14   6   8  25   0.128 0.000 0.299   0.085 0.000 0.200  
D061 M --------------- 200 204 J   I I  20     0  0 0 0 0 0   0 0 0 0 0 0 0   1.00    11   9   2  25   0.296 0.200 0.312   0.197 0.133 0.208  
D061 M --------------- 200 194 J   I I  24     9  1 1 1 1 1   0 0 1 1 0 1 1   1.00     6   5   1  25   0.224 0.000 0.328   0.159 0.010 0.219  
D061 M --------------- 200 211 J   I I  25     5  3 0 0 1 0   0 0 1 0 0 1 1   0.00     9   6   3  25   0.240 0.000 0.316   0.160 0.000 0.211  
D061 M --------------- 200 210 J   I I  26     4  0 0 0 1 0   0 0 1 0 0 1 1   1.00     9   7   2  25   0.288 0.000 0.400   0.192 0.000 0.267  
D061 M --------------- 200 195 J   I I  28     3  0 0 0 0 0   0 0 0 1 0 1 1   1.00     7   6   1  25   0.312 0.000 0.396   0.216 0.008 0.264  
D061 M --------------- 200 161 J   I I  29     3  0 0 0 0 0   0 1 0 0 0 1 2   1.00     7   5   2  25   0.136 0.000 0.269   0.156 0.065 0.179  
D061 M --------------- 200 171 J   I I   3     2  0 0 0 0 0   0 0 0 1 0 1 0   0.00     6   6   0  25   0.440 0.400 0.432   0.342 0.315 0.288  
D061 M --------------- 200 204 J   I I   B     0  0 0 0 0 0   0 0 0 0 0 0 0   1.00    10   9   1  25   0.656 1.000 0.414   0.437 0.667 0.276  
D061 P   AP880911-0016 100 100 J   I I   1     0  0 0 0 0 0   0 0 0 0 0 0 0   1.00     5   3   2  10   0.340 0.100 0.462   0.227 0.067 0.308  
D061 P   AP880912-0095 100  92 J   I I   1     2  0 0 0 0 0   0 0 1 0 0 1 0   1.00     6   4   2   9   0.400 0.000 0.480   0.293 0.027 0.320  
D061 P   AP880912-0137 100 104 J   I I   1     1  0 0 0 0 0   0 0 0 0 0 1 0   1.00     5   4   1   8   0.350 0.000 0.487   0.233 0.000 0.325  
D061 P   AP880915-0003 100  92 J   I I   1     0  0 0 0 0 0   0 0 0 0 0 0 0   0.00     5   5   0  10   0.500 0.500 0.435   0.360 0.360 0.290  
D061 P  WSJ880912-0064 100 100 J   I I   1     0  0 0 0 0 0   0 0 0 0 0 0 0   1.00     5   4   1  11   0.455 0.000 0.522   0.303 0.000 0.348  
D061 P   AP880911-0016 100 101 J   I I  15     1  0 0 0 0 0   0 0 1 0 0 0 0   0.00     5   5   0  10   0.700 1.000 0.424   0.467 0.667 0.283  
D061 P   AP880912-0095 100 102 J   I I  15     0  0 0 0 0 0   0 0 0 0 0 0 0   0.00     3   3   0   9   0.267 0.000 0.412   0.178 0.000 0.275  
D061 P   AP880912-0137 100  95 J   I I  15     0  0 0 0 0 0   0 0 0 0 0 0 0   1.00     4   3   1   8   0.400 0.300 0.441   0.283 0.217 0.294  
D061 P   AP880915-0003 100 111 J   I I  15     0  0 0 0 0 0   0 0 0 0 0 0 0   1.00     4   2   2  10   0.340 0.200 0.401   0.227 0.133 0.267  
D061 P  WSJ880912-0064 100  97 J   I I  15     2  0 0 0 0 0   0 0 0 0 0 1 1   1.00     5   4   1  11   0.400 0.000 0.490   0.277 0.010 0.327  
D061 P   AP880911-0016 100  96 J   I I  16     0  0 0 0 0 0   0 0 0 0 0 0 0   0.00     3   3   0  10   0.460 0.400 0.490   0.320 0.280 0.327  
D061 P   AP880912-0095 100  95 J   I I  16     2  1 0 0 0 1   0 0 0 0 0 0 0   0.00     3   3   0   9   0.178 0.000 0.273   0.135 0.017 0.182  
D061 P   AP880912-0137 100  98 J   I I  16     0  0 0 0 0 0   0 0 0 0 0 0 0   1.00     3   2   1   8   0.300 0.000 0.414   0.207 0.007 0.276  
D061 P   AP880915-0003 100  93 J   I I  16     0  0 0 0 0 0   0 0 0 0 0 0 0   1.00     3   1   2  10   0.240 0.000 0.350   0.183 0.023 0.233  
D061 P  WSJ880912-0064 100  98 J   I I  16     1  1 0 0 0 0   0 0 0 0 0 0 0   0.00     3   3   0  11   0.255 0.000 0.380   0.176 0.007 0.254  
D061 P   AP880911-0016 100  35 J   I I  17     0  0 0 0 0 0   0 0 0 0 0 0 0   0.00     1   1   0  10   0.060 0.000 0.190   0.257 0.217 0.126  
D061 P   AP880912-0095 100  61 J   I I  17     0  0 0 0 0 0   0 0 0 0 0 0 0   0.00     2   2   0   9   0.044 0.000 0.133   0.160 0.130 0.089  
D061 P   AP880912-0137 100 103 J   I I  17     2  0 0 0 0 0   0 0 0 0 1 0 1   1.00     4   3   1   8   0.300 0.000 0.414   0.200 0.000 0.276  
D061 P   AP880915-0003 100  50 J   I I  17     1  0 0 0 0 0   0 0 1 0 0 0 0   0.00     2   2   0  10   0.060 0.000 0.135   0.207 0.167 0.090  
D061 P  WSJ880912-0064 100  20 J   I I  17     0  0 0 0 0 0   0 0 0 0 0 0 0   1.00     1   0   1  11   0.000 0.000 0.000   0.267 0.267 0.000  
D061 P   AP880911-0016 100  96 J   I I  18     0  0 0 0 0 0   0 0 0 0 0 0 0   0.00     3   3   0  10   0.440 0.300 0.479   0.307 0.213 0.319  
D061 P   AP880912-0095 100  81 J   I I  18     1  0 0 0 0 0   0 0 1 0 0 0 0   0.00     2   2   0   9   0.178 0.000 0.307   0.182 0.063 0.205  
D061 P   AP880912-0137 100  98 J   I I  18     0  0 0 0 0 0   0 0 0 0 0 0 0   0.00     3   2   1   8   0.275 0.000 0.385   0.190 0.007 0.256  
D061 P   AP880915-0003 100 108 J   I I  18     0  0 0 0 0 0   0 0 0 0 0 0 0   1.00     3   2   1  10   0.300 0.100 0.380   0.200 0.067 0.253  
D061 P  WSJ880912-0064 100  93 J   I I  18     0  0 0 0 0 0   0 0 0 0 0 0 0   0.00     3   3   0  11   0.309 0.000 0.404   0.229 0.023 0.269  
D061 P   AP880911-0016 100  98 J   I I  19     0  0 0 0 0 0   0 0 0 0 0 0 0   0.00     4   4   0  10   0.420 0.400 0.416   0.287 0.273 0.277  
D061 P   AP880912-0095 100 100 J   I I  19     1  0 0 0 0 0   0 0 1 0 0 0 0   1.00     4   3   1   9   0.511 0.600 0.426   0.341 0.400 0.284  
D061 P   AP880912-0137 100  99 J   I I  19     0  0 0 0 0 0   0 0 0 0 0 0 0   1.00     5   3   2   8   0.350 0.000 0.487   0.237 0.003 0.325  
D061 P   AP880915-0003 100  98 J   I I  19     1  0 0 0 0 0   0 0 0 0 0 0 1   0.00     5   5   0  10   0.440 0.400 0.440   0.300 0.273 0.293  
D061 P  WSJ880912-0064 100  96 J   I I  19     0  0 0 0 0 0   0 0 0 0 0 0 0   0.00     4   4   0  11   0.364 0.000 0.505   0.256 0.013 0.336  
D061 P   AP880911-0016 100 105 J   I I  21     1  0 0 0 0 0   0 1 0 0 0 0 0   1.00     4   3   1  10   0.380 0.000 0.494   0.253 0.000 0.329  
D061 P   AP880912-0095 100 106 J   I I  21     1  0 0 0 0 0   0 0 1 0 0 0 0   0.00     4   4   0   9   0.422 0.200 0.463   0.281 0.133 0.309  
D061 P   AP880912-0137 100 103 J   I I  21     1  0 0 0 0 0   0 0 0 0 0 0 1   0.00     4   4   0   8   0.375 0.300 0.392   0.250 0.200 0.261  
D061 P   AP880915-0003 100 107 J   I I  21     0  0 0 0 0 0   0 0 0 0 0 0 0   1.00     4   2   2  10   0.340 0.100 0.433   0.227 0.067 0.288  
D061 P  WSJ880912-0064 100 107 J   I I  21     0  0 0 0 0 0   0 0 0 0 0 0 0   0.00     4   4   0  11   0.418 0.200 0.477   0.279 0.133 0.318  
D061 P   AP880911-0016 100 100 J   I I  23     0  0 0 0 0 0   0 0 0 0 0 0 0   1.00     5   3   2  10   0.360 0.000 0.479   0.240 0.000 0.319  
D061 P   AP880912-0095 100  76 J   I I  23     2  0 0 0 0 0   0 0 1 0 0 1 0   1.00     4   3   1   9   0.289 0.000 0.437   0.273 0.080 0.291  
D061 P   AP880912-0137 100  87 J   I I  23     1  0 0 0 0 0   0 0 0 0 0 0 1   1.00     4   3   1   8   0.350 0.000 0.487   0.277 0.043 0.325  
D061 P   AP880915-0003 100  71 J   I I  23     0  0 0 0 0 0   0 0 0 0 0 0 0   1.00     3   2   1  10   0.280 0.000 0.391   0.283 0.097 0.261  
D061 P  WSJ880912-0064 100  96 J   I I  23     0  0 0 0 0 0   0 0 0 0 0 0 0   0.00     4   4   0  11   0.473 0.400 0.484   0.328 0.280 0.323  
D061 P   AP880911-0016 100 104 J   I I  25     3  3 0 0 0 1   0 0 1 0 0 0 0   1.00     5   3   2  10   0.440 0.300 0.479   0.293 0.200 0.319  
D061 P   AP880912-0095 100  82 J   I I  25     4  3 0 0 1 0   0 0 1 1 0 0 0   0.00     4   4   0   9   0.089 0.000 0.145   0.119 0.060 0.097  
D061 P   AP880912-0137 100  94 J   I I  25     2  3 0 0 0 0   0 0 1 0 0 0 0   0.00     4   4   0   8   0.400 0.200 0.454   0.287 0.153 0.302  
D061 P   AP880915-0003 100  93 J   I I  25     2  3 0 0 0 0   0 0 0 0 0 1 0   1.00     4   2   2  10   0.300 0.000 0.445   0.223 0.023 0.296  
D061 P  WSJ880912-0064 100 100 J   I I  25     1  3 0 0 0 0   0 0 0 0 0 0 0   0.00     4   4   0  11   0.364 0.000 0.437   0.242 0.000 0.291  
D061 P   AP880911-0016 100 107 J   I I  27     1  0 0 0 1 0   0 0 0 0 0 0 0   0.00     4   4   0  10   0.480 0.600 0.434   0.320 0.400 0.289  
D061 P   AP880912-0095 100 180 J   I I  27     1  0 0 0 0 0   0 0 0 0 0 1 0   0.00     6   6   0   9   0.244 0.000 0.384   0.163 0.000 0.256  
D061 P   AP880912-0137 100 114 J   I I  27     0  0 0 0 0 0   0 0 0 0 0 0 0   1.00     4   3   1   8   0.475 0.400 0.512   0.317 0.267 0.341  
D061 P   AP880915-0003 100 124 J   I I  27     0  0 0 0 0 0   0 0 0 0 0 0 0   1.00     5   4   1  10   0.500 0.600 0.464   0.333 0.400 0.310  
D061 P  WSJ880912-0064 100 172 J   I I  27     1  0 0 0 0 0   0 0 0 0 0 1 0   1.00     7   5   2  11   0.455 0.000 0.522   0.303 0.000 0.348  
D061 P   AP880911-0016 100 113 J   I I  28     0  0 0 0 0 0   0 0 0 0 0 0 0   0.00     4   4   0  10   0.480 0.400 0.509   0.320 0.267 0.340  
D061 P   AP880912-0095 100 106 J   I I  28     1  0 0 0 0 0   0 0 1 0 0 0 0   0.00     4   4   0   9   0.467 0.600 0.458   0.311 0.400 0.306  
D061 P   AP880912-0137 100 100 J   I I  28     0  0 0 0 0 0   0 0 0 0 0 0 0   1.00     4   3   1   8   0.350 0.100 0.438   0.233 0.067 0.292  
D061 P   AP880915-0003 100 106 J   I I  28     0  0 0 0 0 0   0 0 0 0 0 0 0   1.00     5   4   1  10   0.400 0.300 0.422   0.267 0.200 0.281  
D061 P  WSJ880912-0064 100 103 J   I I  28     0  0 0 0 0 0   0 0 0 0 0 0 0   0.00     4   4   0  11   0.455 0.400 0.466   0.303 0.267 0.310  
D061 P   AP880911-0016 100 107 J   I I  29     1  0 0 0 0 1   0 0 0 0 0 0 0   1.00     5   4   1  10   0.440 0.300 0.430   0.293 0.200 0.287  
D061 P   AP880912-0095 100  94 J   I I  29     1  0 0 0 0 0   0 0 1 0 0 0 0   1.00     5   4   1   9   0.333 0.000 0.400   0.242 0.020 0.267  
D061 P   AP880912-0137 100  94 J   I I  29     0  0 0 0 0 0   0 0 0 0 0 0 0   0.00     4   4   0   8   0.400 0.300 0.414   0.287 0.220 0.276  
D061 P   AP880915-0003 100 108 J   I I  29     0  0 0 0 0 0   0 0 0 0 0 0 0   0.00     5   5   0  10   0.440 0.500 0.420   0.293 0.333 0.280  
D061 P   AP880911-0016 100  11 J   I I  30     5  1 0 0 1 1   1 0 0 0 0 0 1   1.00     1   0   1  10   0.000 0.000 0.000   0.297 0.297 0.000  
D061 P   AP880912-0095 100  11 J   I I  30     3  1 0 0 1 1   0 0 0 0 0 0 0   0.00     1   1   0   9   0.089 0.000 0.267   0.356 0.297 0.178  
D061 P   AP880912-0137 100  10 J   I I  30     4  1 1 0 0 1   0 0 1 0 0 0 0   0.00     1   1   0   8   0.125 0.000 0.282   0.383 0.300 0.188  
D061 P   AP880915-0003 100   6 J   I I  30     4  1 1 0 1 0   0 1 0 0 0 0 0   1.00     1   0   1  10   0.000 0.000 0.000   0.313 0.313 0.000  
D061 P  WSJ880912-0064 100  10 J   I I  30     6  2 0 0 1 1   1 0 1 0 0 1 0   1.00     1   0   1  11   0.000 0.000 0.000   0.300 0.300 0.000  
D061 P   AP880911-0016 100 102 J   I I  31     0  0 0 0 0 0   0 0 0 0 0 0 0   0.00     4   4   0  10   0.620 0.800 0.447   0.413 0.533 0.298  
D061 P   AP880912-0095 100 127 J   I I  31     0  0 0 0 0 0   0 0 0 0 0 0 0   0.00     5   5   0   9   0.356 0.400 0.371   0.237 0.267 0.247  
D061 P   AP880912-0137 100 110 J   I I  31     1  0 0 0 0 0   0 0 1 0 0 0 0   1.00     4   3   1   8   0.300 0.000 0.414   0.200 0.000 0.276  
D061 P   AP880915-0003 100 129 J   I I  31     0  0 0 0 0 0   0 0 0 0 0 0 0   1.00     5   3   2  10   0.340 0.200 0.401   0.227 0.133 0.267  
D061 P  WSJ880912-0064 100 110 J   I I  31     0  0 0 0 0 0   0 0 0 0 0 0 0   0.00     4   4   0  11   0.473 0.200 0.508   0.315 0.133 0.339  
D061 P   AP880911-0016 100 104 J   I I   B     0  0 0 0 0 0   0 0 0 0 0 0 0   0.00     4   4   0  10   0.760 1.000 0.409   0.507 0.667 0.273  
D061 P   AP880912-0095 100 102 J   I I   B     0  0 0 0 0 0   0 0 0 0 0 0 0   1.00     5   4   1   9   0.422 0.200 0.474   0.281 0.133 0.316  
D061 P   AP880912-0137 100 101 J   I I   B     0  0 0 0 0 0   0 0 0 0 0 0 0   0.00     6   6   0   8   0.600 0.800 0.414   0.400 0.533 0.276  
D061 P   AP880915-0003 100 100 J   I I   B     1  0 0 0 0 0   0 0 0 0 0 0 1   1.00     6   5   1  10   0.560 0.600 0.420   0.373 0.400 0.280  
D061 P  WSJ880912-0064 100 103 J   I I   B     0  0 0 0 0 0   0 0 0 0 0 0 0   1.00     6   4   2  11   0.364 0.000 0.505   0.242 0.000 0.336  
D062 M --------------- 010  10 J   A A  16     0  - - - - -   - - - - - - -   0.00     1   0   1   1   0.000 0.000 0.000   0.000 0.000 0.000  
D062 M --------------- 010  10 J   A A  19     0  - - - - -   - - - - - - -   0.00     1   1   0   1   0.600 0.600 0.000   0.400 0.400 0.000  
D062 M --------------- 010   4 J   A A  20     0  - - - - -   - - - - - - -   0.00     1   1   0   1   0.200 0.200 0.000   0.333 0.333 0.000  
D062 M --------------- 010   3 J   A A  25     0  - - - - -   - - - - - - -   0.00     1   1   0   1   0.600 0.600 0.000   0.633 0.633 0.000  
D062 M --------------- 010   9 J   A A  26     0  - - - - -   - - - - - - -   0.00     1   1   0   1   0.600 0.600 0.000   0.433 0.433 0.000  
D062 M --------------- 010  10 J   A A  29     0  - - - - -   - - - - - - -   0.00     1   0   1   1   0.000 0.000 0.000   0.000 0.000 0.000  
D062 M --------------- 010  10 J   A A   G     0  - - - - -   - - - - - - -   0.00     1   0   1   1   0.000 0.000 0.000   0.000 0.000 0.000  
D062 M --------------- 050  50 J   A A  16     0  0 0 0 0 0   0 0 0 0 0 0 0   0.00     2   1   1   4   0.150 0.200 0.100   0.100 0.133 0.067  
D062 M --------------- 050  36 J   A A  19     0  0 0 0 0 0   0 0 0 0 0 0 0   0.00     1   1   0   4   0.500 0.500 0.577   0.427 0.427 0.385  
D062 M --------------- 050  28 J   A A   2     0  0 0 0 0 0   0 0 0 0 0 0 0   0.00     1   1   0   4   0.250 0.100 0.379   0.313 0.213 0.252  
D062 M --------------- 050  49 J   A A  20     1  0 0 0 0 0   0 0 0 0 0 0 1   0.00     2   2   0   4   0.550 0.600 0.526   0.373 0.407 0.351  
D062 M --------------- 050  33 J   A A  24     1  0 0 0 0 0   0 0 0 0 0 0 1   0.00     2   2   0   4   0.400 0.300 0.490   0.380 0.313 0.327  
D062 M --------------- 050  42 J   A A  25     1  0 0 0 0 0   0 0 0 0 0 1 0   1.00     3   2   1   4   0.500 0.500 0.577   0.387 0.387 0.385  
D062 M --------------- 050  38 J   A A  26     2  1 0 0 0 0   1 0 0 0 0 0 0   0.00     3   3   0   4   0.300 0.100 0.476   0.280 0.147 0.317  
D062 M --------------- 050  62 J   A A  28     0  0 0 0 0 0   0 0 0 0 0 0 0   0.00     2   2   0   4   0.700 0.900 0.476   0.467 0.600 0.317  
D062 M --------------- 050  71 J   A A  29     2  0 0 0 0 0   0 1 0 0 0 0 1   1.00     3   2   1   4   0.150 0.100 0.191   0.100 0.067 0.128  
D062 M --------------- 050  49 J   A A   3     1  0 0 0 0 0   0 0 0 0 0 0 1   0.00     2   2   0   4   0.550 0.600 0.526   0.373 0.407 0.351  
D062 M --------------- 050  52 J   A A   G     1  0 0 1 0 0   0 0 0 0 0 0 0   1.00     4   3   1   4   0.300 0.300 0.258   0.200 0.200 0.172  
D062 M --------------- 100  92 J   A A  16     0  0 0 0 0 0   0 0 0 0 0 0 0   0.00     2   2   0   5   0.160 0.000 0.261   0.133 0.027 0.174  
D062 M --------------- 100  97 J   A A  19     1  0 0 0 0 0   0 0 0 0 0 0 1   1.00     3   2   1   5   0.240 0.200 0.261   0.170 0.143 0.174  
D062 M --------------- 100 102 J   A A   2     0  0 0 0 0 0   0 0 0 0 0 0 0   0.00     3   3   0   5   0.360 0.000 0.498   0.240 0.000 0.332  
D062 M --------------- 100  91 J   A A  20     1  0 0 0 0 0   0 0 0 0 0 0 1   0.00     3   3   0   5   0.440 0.400 0.385   0.323 0.297 0.256  
